id,run_id,post_id,evaluation_stage,input_evidence_level,automotive_domain,activity_type,topic_path,topic_path_secondary,content_type,audience_intent,confidence_score,evidence_summary,taxonomy_gaps,validation_issues,needs_human_review,model_used,prompt_contract_version,output_schema_version,created_at,transcript_quality_score,transcript_quality_status,transcript_quality_issues,transcript_quality_impact,needs_retranscription,round_id,run_status,run_started_at,run_completed_at
176,48,fvt-UH964yA,transcript_90s,transcript_90s,review_teste,review,review_teste__review_veiculo,powertrain__hibrido__plug_in,review,decidir_compra,0.82,"Video analisa diferenças entre versões do Tiggo 7 2027, incluindo menção a uma versão híbrida plug-in; também aborda preço/valor e a garantia de 7 anos.",,,False,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T15:44:59.339685+00:00,0.85,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
181,48,JGzj254Kgs4,transcript_90s,transcript_90s,mercado_produto,analise_mercado,mercado_produto__compra_venda__carro_popular,powertrain__eletrico,opiniao,decidir_compra,0.92,"Transcrição descreve o Shangan Lumin como carro elétrico urbano, com preço estimado (≈5 mil USD / ≈40 mil BRL) e proposta de carro popular acessível, sugerindo viabilidade de compra no mercado.",,"revisao humana exigida por filho: technical_context_needs_review, vehicle_entity_needs_review",True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T16:10:43.518263+00:00,0.9,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
194,48,KONPXAjlkn8,transcript_90s,transcript_90s,mercado_produto,analise_mercado,mercado_produto__analise_mercado,,,entender_mercado,0.82,"Transcrição foca na análise de mercado de SUVs, destacando o VW T-Cross, liderança de vendas na categoria, faixa de preço (entrada e top de linha) e comparação com alternativas, com ênfase no valor percebido pelo consumidor brasileiro.",,,False,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T17:05:05.805189+00:00,0.75,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
163,48,KwZFtY1w8FY,transcript_90s,transcript_90s,review_teste,review,review_teste__review_veiculo,powertrain__transmissao__cambio_manual,review,decidir_compra,0.82,"Título e transcript indicam avaliação do GR Yaris manual; foco na motorização 1.6 turbo e no cambio manual, com menção à opção automática.",,revisao humana exigida por filho: technical_context_needs_review,True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T14:39:32.561532+00:00,0.78,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
184,48,nP0q6x1Uqs0,transcript_90s,transcript_90s,mercado_produto,analise_mercado,mercado_produto__analise_mercado,powertrain__eletrico__autonomia,opiniao,entender_mercado,0.85,"Video discute o lançamento e preço do BYD Dolphin SE e o papel dos EVs no mercado brasileiro, com foco na análise de mercado de veículos elétricos.",,"revisao humana exigida por filho: technical_context_needs_review, vehicle_entity_needs_review",True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T16:24:39.917644+00:00,0.82,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
190,48,OlnXxCHKisM,transcript_90s,transcript_90s,mercado_produto,analise_mercado,mercado_produto__analise_mercado,powertrain__combustao__flex,educativo,entender_mercado,0.75,"Transcript descreve cobertura no Salão de Pequim sobre novidades para o mundo do aftermarket, destacando novas soluções para o sistema GDI de injeção eletrônica, motor A-etanol (flex), soluções para hidrogênio e motores diesel.",,revisao humana exigida por filho: technical_context_needs_review,True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T16:51:41.446853+00:00,0.85,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
189,48,ouOjW0d1hxw,transcript_90s,transcript_90s,fora_escopo,nao_aplicavel,fora_escopo__nao_automotivo,,,,0.92,"Conteúdo não automotivo; discussão sobre UPS/no-break, baterias e geração de energia de reserva para aplicações críticas (hospital, torre de controle).",,classificacao fora do escopo automotivo; conteudo nao relacionado a veiculos ou mercado automotivo,False,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T16:47:36.725975+00:00,0.8,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
124,38,pINW53ErjQI,transcript_90s,transcript_90s,fora_escopo,alerta,fora_escopo__transito_comportamento,,alerta,evitar_prejuizo,0.78,"Transcrição descreve golpe/confronto no trânsito e uso de veículo como cenário, com foco em comportamento de trânsito e segurança, não em diagnóstico, reparo ou tecnologia automotiva.",,,False,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-03T15:12:06.877644+00:00,0.75,usable,,none,False,v2_transcript_90s_20260803T150649Z,failed,2026-08-03T15:06:49.16636+00:00,2026-08-03T16:15:31.312811+00:00
185,48,PusuX6OzOC0,transcript_90s,transcript_90s,mercado_produto,lancamento,mercado_produto__lancamentos,powertrain__eletrico__autonomia,,acompanhar_lancamento,0.82,"Transcrição descreve o lançamento de um veículo elétrico de alto desempenho pela Mercedes-Benz, com foco em lançamento de produto (mercado) e autonomia citada entre 600–700 km, comparações com concorrentes.",,"revisao humana exigida por filho: technical_context_needs_review, vehicle_entity_needs_review; fallback_whisper_medium_failed: validacao:transcript_quality: transcript_quality.quality_score deve ficar entre 0 e 1",True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T16:29:10.855617+00:00,0.85,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
165,48,R3y-lSe0K4s,transcript_90s,transcript_90s,diagnostico,diagnostico,diagnostico__scanner_obd2,mercado_produto,educativo,decidir_compra,0.78,"Transcrição descreve uso de scanner OBD2 (marca Lauch) para verificar KM e listar funções, com menção a sorteio/produto; principal tema diagnóstico com segundo tema de mercado/produto.",,revisao humana exigida por filho: technical_context_needs_review,True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T14:49:04.171902+00:00,0.85,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
186,48,RTZHxSE2t5M,transcript_90s,transcript_90s,pos_venda_reparacao,analise_mercado,pos_venda_reparacao__gargalo_oficinas,,educativo,entender_mercado,0.88,"Video aborda gargalo de oficinas e disponibilidade de peças no setor de reparação automotiva, com menção a mecânicos em pânico e impacto na reparação; cita nacionalização/CKD-SKD como contexto de fornecimento de peças.",,revisao humana exigida por filho: technical_context_needs_review,True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T16:39:01.088837+00:00,0.82,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
130,38,Sth4l0Kc2NY,transcript_90s,transcript_90s,sem_match_taxonomico,educativo,sem_match_taxonomico,,,,0.42,"Transcrição descreve pista de teste da Xangan em Chongqing simulando condições de vias brasileiras (lombadas, ondulações, paralelos) para avaliar suspensão e calibragem do veículo; não há menção de diagnóstico, peças ou produto automotivo específico.",sem_match_taxonomico; proposito principal nao mapeado para nenhum topico especifico; requer revisao humana,sem_match_taxonomico; needs_human_review; baixa confianca (0.42) por falta de correspondencia segura com topic_path; contexto tecnico ausente,True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-03T15:31:19.039762+00:00,0.85,usable,,none,False,v2_transcript_90s_20260803T150649Z,failed,2026-08-03T15:06:49.16636+00:00,2026-08-03T16:15:31.312811+00:00
188,48,TukIrroE8Z4,transcript_90s,transcript_90s,mercado_produto,educativo,mercado_produto__analise_mercado,,educativo,aprender_manutencao,0.6,"Transcript descreve uso de um galão de reabastecimento com trava anti-derramamento, demonstrando facilidade de abastecimento e evitar cheiro de gasolina; cita exemplo com Up TSI.",,,False,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T16:45:06.319187+00:00,0.78,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
172,48,UMEYwVvLsGM,transcript_90s,transcript_90s,mercado_produto,lancamento,mercado_produto__lancamentos,powertrain__eletrico,noticia,acompanhar_lancamento,0.88,"Transcrição descreve o Lotus Evaya (Evija), um supercarro 100% elétrico com até 2000 cv, aceleração 0-300 km/h em 9 segundos, preço citado (~R$ 30 milhões) e detalhes de aerodinâmica e construção em carbono; caracteriza como lançamento da Lotus.",,"revisao humana exigida por filho: technical_context_needs_review, vehicle_entity_needs_review",True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T15:21:55.407685+00:00,0.85,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
177,48,UtWYJfldWHA,transcript_90s,transcript_90s,mercado_produto,lancamento,mercado_produto__estreia_marca,mercado_produto__lancamentos,noticia,acompanhar_lancamento,0.92,"Video aborda a estreia da Caoa Changan Uni-T no Brasil, destacando a chegada de marca chinesa e lançamento nacional, incluindo versão flex.",,,False,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T15:50:04.826206+00:00,0.85,usable,truncated,low,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
166,48,VzRl2S0RkPc,transcript_90s,transcript_90s,off_road,review,off_road,powertrain__hibrido__sistema_hibrido,review,decidir_compra,0.82,Transcrição descreve Toyota Rav4 híbrido demonstrando capacidade off-road (4x4) em terreno de terra; menção de preço e foco em desempenho fora de estrada.,,revisao humana exigida por filho: technical_context_needs_review,True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T14:58:01.522279+00:00,0.75,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
191,48,XSkI9I7hEIw,transcript_90s,transcript_90s,mercado_produto,lancamento,mercado_produto__lancamentos,powertrain__hibrido__hibrido_flex,noticia,acompanhar_lancamento,0.92,"Produção em série do Jeep Avenger anunciada no Brasil, lançamento previsto para agosto, com T200 Hybrid (híbrido leve) e motor 1.0 Turbo Flex; faixa de preço estimada entre 120 mil e 160 mil reais; objetivo de ampliar vendas frente aSUVs concorrentes.",,fallback_whisper_medium_failed: validacao:validate_context: problem contem multiplos valores concatenados,True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T16:56:16.943064+00:00,0.85,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
183,48,Xx1TYZnPYK8,transcript_90s,transcript_90s,mercado_produto,analise_mercado,mercado_produto,,review,decidir_compra,0.6,"Vídeo de avaliação envolvendo o Chevrolet Cruze Hatch Turbo, com foco em geração, disponibilidade de mercado e valor de compra no contexto de carros usados/nacionais, caracterizando-se como análise de mercado com elementos de review.",,"principal topic_path sugerido é mercado_produto; conteúdo se evidencia como avaliação de mercado com elementos de review, possível necessidade de confirmação de alinhamento com a taxonomia solicitada",False,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T16:18:58.374775+00:00,0.85,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
192,48,yAytAka2dfg,transcript_90s,transcript_90s,manutencao_reparo,educativo,manutencao_reparo__manutencao_preventiva__alinhamento_balanceamento,,educativo,aprender_manutencao,0.92,"Transcrição enfatiza aprendizado prático sobre geometria do alinhamento na oficina, promovendo o curso e o tema alinhamento/balanceamento.",,,False,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T16:59:41.641452+00:00,0.92,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
180,48,Yel1puu2qGQ,transcript_90s,transcript_90s,mercado_produto,lancamento,mercado_produto__lancamentos,powertrain__hibrido__sistema_hibrido,noticia,acompanhar_lancamento,0.92,"Proposta principal: lançamento da picape VW Tucã (mercado_produto__lancamentos). Evidência técnica: protótipo sob plataforma MQP, entre-eixos maior que a Montana, suspensão com feixe de mola, freios a tambor; menção de motor 1.5 híbrido leve e de eletrificação inicial da marca.",,"revisao humana exigida por filho: technical_context_needs_review, vehicle_entity_needs_review",True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T16:05:21.165723+00:00,0.92,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
158,44,z55GnDEg7_U,transcript_90s,transcript_90s,manutencao_reparo,reparo_corretivo,manutencao_reparo__reparo_corretivo__reparo_motor,diagnostico__falha_motor,educativo,aprender_manutencao,0.88,"Vídeo descreve desmontagem de motor Renault Kwid 2021 com carbonização, borra, óleo incorreto, desgaste de válvulas e cilindro, discutindo se é melhor reparar o motor existente ou substituí-lo.",,,False,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-03T20:32:45.861786+00:00,0.75,usable,incoherent,low,False,v2_transcript_90s_20260803T203111Z,completed,2026-08-03T20:31:11.645999+00:00,2026-08-03T20:32:47.402995+00:00
164,48,ZspY7eFGJXo,transcript_90s,transcript_90s,mercado_produto,lancamento,mercado_produto__lancamentos,powertrain__eletrico,noticia,acompanhar_lancamento,0.85,"Transcrição descreve o GWM Ora 5 elétrico, SUV, lançamento no Brasil, com tom de análise de mercado e posicionamento.",,revisao humana exigida por filho: technical_context_needs_review,True,gpt-5-nano,video_taxonomy_v2_classifier_r2,video_taxonomy_v2_output_schema_r2,2026-08-04T14:44:19.381893+00:00,0.85,usable,,none,False,v2_transcript_90s_20260804T143116Z,failed,2026-08-04T14:31:16.697385+00:00,2026-08-04T17:11:48.138177+00:00
